trace_name,event_id,station,taupy_p,emsc_p,correction,status
ev_KO_KMRS_.emsc_event_20230306_0000026,quakeml:eu.emsc/event/20230306_0000026,KO.KMRS,4270.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230306_0000259,quakeml:eu.emsc/event/20230306_0000259,KO.SARI,3853.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230307_0000234,quakeml:eu.emsc/event/20230307_0000234,KO.CEYT,5220.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230306_0000163,quakeml:eu.emsc/event/20230306_0000163,KO.URFA,4385.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230308_0000036,quakeml:eu.emsc/event/20230308_0000036,KO.DARE,5136.0,5160.0,24.0,updated
ev_KO_SARI_.emsc_event_20230304_0000318,quakeml:eu.emsc/event/20230304_0000318,KO.SARI,4281.0,,,no_emsc_pick
ev_KO_SVRC_.emsc_event_20230613_0000006,quakeml:eu.emsc/event/20230613_0000006,KO.SVRC,5723.0,5840.0,117.0,updated
ev_KO_SARI_.emsc_event_20230207_0000403,quakeml:eu.emsc/event/20230207_0000403,KO.SARI,5662.0,5720.0,58.0,updated
ev_KO_TAHT_.emsc_event_20230307_0000312,quakeml:eu.emsc/event/20230307_0000312,KO.TAHT,4736.0,4790.0,54.0,updated
ev_KO_DYBB_.emsc_event_20230507_0000019,quakeml:eu.emsc/event/20230507_0000019,KO.DYBB,5612.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230307_0000069,quakeml:eu.emsc/event/20230307_0000069,KO.BNN,5269.0,5320.0,51.0,updated
ev_KO_MERS_.emsc_event_20230214_0000138,quakeml:eu.emsc/event/20230214_0000138,KO.MERS,5953.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230306_0000022,quakeml:eu.emsc/event/20230306_0000022,KO.TAHT,4628.0,4670.0,42.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000166,quakeml:eu.emsc/event/20230307_0000166,KO.GAZ,5554.0,5610.0,56.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000063,quakeml:eu.emsc/event/20230304_0000063,KO.KOZT,4775.0,4910.0,135.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000122,quakeml:eu.emsc/event/20230306_0000122,KO.KOZT,4998.0,5030.0,32.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000027,quakeml:eu.emsc/event/20230305_0000027,KO.GAZ,5565.0,5600.0,35.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000136,quakeml:eu.emsc/event/20230306_0000136,KO.KOZT,4592.0,4640.0,48.0,updated
ev_KO_BNN_.emsc_event_20230307_0000055,quakeml:eu.emsc/event/20230307_0000055,KO.BNN,5174.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230307_0000045,quakeml:eu.emsc/event/20230307_0000045,KO.URFA,5939.0,5910.0,-29.0,updated
ev_KO_KMRS_.emsc_event_20230305_0000041,quakeml:eu.emsc/event/20230305_0000041,KO.KMRS,4302.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230306_0000312,quakeml:eu.emsc/event/20230306_0000312,KO.CEYT,4920.0,5000.0,80.0,updated
ev_KO_SARI_.emsc_event_20230716_0000075,quakeml:eu.emsc/event/20230716_0000075,KO.SARI,5162.0,5185.0,23.0,updated
ev_KO_TAHT_.emsc_event_20230422_0000240,quakeml:eu.emsc/event/20230422_0000240,KO.TAHT,5841.0,5880.0,39.0,updated
ev_KO_URFA_.emsc_event_20230621_0000184,quakeml:eu.emsc/event/20230621_0000184,KO.URFA,5323.0,5440.0,117.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000088,quakeml:eu.emsc/event/20230304_0000088,KO.KOZT,5724.0,5810.0,86.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000114,quakeml:eu.emsc/event/20230307_0000114,KO.KMRS,3668.0,3700.0,32.0,updated
ev_KO_TAHT_.emsc_event_20230805_0000170,quakeml:eu.emsc/event/20230805_0000170,KO.TAHT,4740.0,4625.0,-115.0,updated
ev_KO_DARE_.emsc_event_20230306_0000039,quakeml:eu.emsc/event/20230306_0000039,KO.DARE,5213.0,5260.0,47.0,updated
ev_KO_URFA_.emsc_event_20230307_0000051,quakeml:eu.emsc/event/20230307_0000051,KO.URFA,4558.0,4690.0,132.0,updated
ev_KO_SARI_.emsc_event_20230308_0000256,quakeml:eu.emsc/event/20230308_0000256,KO.SARI,5319.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230306_0000011,quakeml:eu.emsc/event/20230306_0000011,KO.DARE,3348.0,3440.0,92.0,updated
ev_KO_URFA_.emsc_event_20230307_0000079,quakeml:eu.emsc/event/20230307_0000079,KO.URFA,5646.0,5740.0,94.0,updated
ev_KO_CEYT_.emsc_event_20230717_0000024,quakeml:eu.emsc/event/20230717_0000024,KO.CEYT,5861.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230304_0000150,quakeml:eu.emsc/event/20230304_0000150,KO.DARE,5094.0,5150.0,56.0,updated
ev_KO_KMRS_.emsc_event_20230306_0000230,quakeml:eu.emsc/event/20230306_0000230,KO.KMRS,5829.0,5950.0,121.0,updated
ev_KO_URFA_.emsc_event_20230304_0000220,quakeml:eu.emsc/event/20230304_0000220,KO.URFA,5830.0,5900.0,70.0,updated
ev_KO_KMRS_.emsc_event_20230308_0000015,quakeml:eu.emsc/event/20230308_0000015,KO.KMRS,4267.0,4310.0,43.0,updated
ev_KO_DARE_.emsc_event_20230318_0000151,quakeml:eu.emsc/event/20230318_0000151,KO.DARE,4645.0,4440.0,-205.0,updated
ev_KO_KMRS_.emsc_event_20230307_0000128,quakeml:eu.emsc/event/20230307_0000128,KO.KMRS,5888.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230313_0000171,quakeml:eu.emsc/event/20230313_0000171,KO.BNN,5006.0,5110.0,104.0,updated
ev_KO_BNN_.emsc_event_20230307_0000109,quakeml:eu.emsc/event/20230307_0000109,KO.BNN,5043.0,5050.0,7.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000263,quakeml:eu.emsc/event/20230304_0000263,KO.GAZ,4956.0,5000.0,44.0,updated
ev_KO_SVRC_.emsc_event_20230410_0000122,quakeml:eu.emsc/event/20230410_0000122,KO.SVRC,4278.0,4360.0,82.0,updated
ev_KO_SARI_.emsc_event_20230620_0000005,quakeml:eu.emsc/event/20230620_0000005,KO.SARI,4433.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230729_0000143,quakeml:eu.emsc/event/20230729_0000143,KO.CEYT,5382.0,5460.0,78.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000322,quakeml:eu.emsc/event/20230306_0000322,KO.GAZ,5400.0,5520.0,120.0,updated
ev_KO_GAZ_.emsc_event_20230308_0000113,quakeml:eu.emsc/event/20230308_0000113,KO.GAZ,5168.0,5120.0,-48.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000094,quakeml:eu.emsc/event/20230308_0000094,KO.CEYT,4957.0,5050.0,93.0,updated
ev_KO_BNN_.emsc_event_20230425_0000057,quakeml:eu.emsc/event/20230425_0000057,KO.BNN,4988.0,4980.0,-8.0,updated
ev_KO_GAZ_.emsc_event_20230308_0000107,quakeml:eu.emsc/event/20230308_0000107,KO.GAZ,4790.0,,,no_emsc_pick
ev_KO_TAHT_.emsc_event_20230508_0000231,quakeml:eu.emsc/event/20230508_0000231,KO.TAHT,5819.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230223_0000161,quakeml:eu.emsc/event/20230223_0000161,KO.DARE,4820.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230306_0000056,quakeml:eu.emsc/event/20230306_0000056,KO.KOZT,4374.0,4460.0,86.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000103,quakeml:eu.emsc/event/20230304_0000103,KO.KOZT,4044.0,4180.0,136.0,updated
ev_KO_BNN_.emsc_event_20230307_0000121,quakeml:eu.emsc/event/20230307_0000121,KO.BNN,5633.0,5670.0,37.0,updated
ev_KO_MERS_.emsc_event_20230308_0000094,quakeml:eu.emsc/event/20230308_0000094,KO.MERS,5993.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230305_0000060,quakeml:eu.emsc/event/20230305_0000060,KO.BNN,5538.0,5600.0,62.0,updated
ev_KO_KMRS_.emsc_event_20230308_0000149,quakeml:eu.emsc/event/20230308_0000149,KO.KMRS,3830.0,3950.0,120.0,updated
ev_KO_DARE_.emsc_event_20230306_0000159,quakeml:eu.emsc/event/20230306_0000159,KO.DARE,4868.0,4900.0,32.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000327,quakeml:eu.emsc/event/20230304_0000327,KO.CEYT,4917.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230731_0000076,quakeml:eu.emsc/event/20230731_0000076,KO.SARI,3550.0,3610.0,60.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000057,quakeml:eu.emsc/event/20230308_0000057,KO.CEYT,4649.0,4730.0,81.0,updated
ev_KO_DYBB_.emsc_event_20230612_0000181,quakeml:eu.emsc/event/20230612_0000181,KO.DYBB,5090.0,,,no_emsc_pick
ev_KO_DYBB_.emsc_event_20230420_0000014,quakeml:eu.emsc/event/20230420_0000014,KO.DYBB,5404.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230306_0000113,quakeml:eu.emsc/event/20230306_0000113,KO.SARI,4131.0,4120.0,-11.0,updated
ev_KO_DARE_.emsc_event_20230305_0000300,quakeml:eu.emsc/event/20230305_0000300,KO.DARE,4618.0,4550.0,-68.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000333,quakeml:eu.emsc/event/20230304_0000333,KO.CEYT,4857.0,4790.0,-67.0,updated
ev_KO_BNN_.emsc_event_20230503_0000222,quakeml:eu.emsc/event/20230503_0000222,KO.BNN,5087.0,5120.0,33.0,updated
ev_KO_CEYT_.emsc_event_20230405_0000198,quakeml:eu.emsc/event/20230405_0000198,KO.CEYT,5508.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230301_0000182,quakeml:eu.emsc/event/20230301_0000182,KO.DARE,4409.0,4510.0,101.0,updated
ev_KO_KMRS_.emsc_event_20230305_0000121,quakeml:eu.emsc/event/20230305_0000121,KO.KMRS,5817.0,5860.0,43.0,updated
ev_KO_SARI_.emsc_event_20230307_0000237,quakeml:eu.emsc/event/20230307_0000237,KO.SARI,5037.0,5060.0,23.0,updated
ev_KO_SARI_.emsc_event_20230705_0000015,quakeml:eu.emsc/event/20230705_0000015,KO.SARI,4080.0,3916.0,-164.0,updated
ev_KO_MERS_.emsc_event_20230325_0000187,quakeml:eu.emsc/event/20230325_0000187,KO.MERS,5422.0,5500.0,78.0,updated
ev_KO_DARE_.emsc_event_20230307_0000269,quakeml:eu.emsc/event/20230307_0000269,KO.DARE,4938.0,4990.0,52.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000190,quakeml:eu.emsc/event/20230305_0000190,KO.GAZ,5051.0,5080.0,29.0,updated
ev_KO_SARI_.emsc_event_20230315_0000013,quakeml:eu.emsc/event/20230315_0000013,KO.SARI,5617.0,5680.0,63.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000081,quakeml:eu.emsc/event/20230306_0000081,KO.KOZT,4520.0,4590.0,70.0,updated
ev_KO_DARE_.emsc_event_20230306_0000171,quakeml:eu.emsc/event/20230306_0000171,KO.DARE,5761.0,5860.0,99.0,updated
ev_KO_MERS_.emsc_event_20230308_0000057,quakeml:eu.emsc/event/20230308_0000057,KO.MERS,5466.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230304_0000329,quakeml:eu.emsc/event/20230304_0000329,KO.KOZT,4605.0,4700.0,95.0,updated
ev_KO_BNN_.emsc_event_20230306_0000007,quakeml:eu.emsc/event/20230306_0000007,KO.BNN,4402.0,4080.0,-322.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000120,quakeml:eu.emsc/event/20230306_0000120,KO.GAZ,5074.0,5180.0,106.0,updated
ev_KO_TAHT_.emsc_event_20230715_0000123,quakeml:eu.emsc/event/20230715_0000123,KO.TAHT,5825.0,5910.0,85.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000164,quakeml:eu.emsc/event/20230307_0000164,KO.KOZT,5668.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230731_0000176,quakeml:eu.emsc/event/20230731_0000176,KO.BNN,4817.0,4890.0,73.0,updated
ev_KO_TAHT_.emsc_event_20230610_0000074,quakeml:eu.emsc/event/20230610_0000074,KO.TAHT,5708.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230304_0000075,quakeml:eu.emsc/event/20230304_0000075,KO.GAZ,5029.0,5000.0,-29.0,updated
ev_KO_GAZ_.emsc_event_20230306_0000134,quakeml:eu.emsc/event/20230306_0000134,KO.GAZ,5664.0,5740.0,76.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000282,quakeml:eu.emsc/event/20230308_0000282,KO.CEYT,4795.0,4870.0,75.0,updated
ev_KO_DARE_.emsc_event_20230307_0000080,quakeml:eu.emsc/event/20230307_0000080,KO.DARE,3429.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230804_0000206,quakeml:eu.emsc/event/20230804_0000206,KO.CEYT,3808.0,3880.0,72.0,updated
ev_KO_GAZ_.emsc_event_20230307_0000210,quakeml:eu.emsc/event/20230307_0000210,KO.GAZ,4620.0,4600.0,-20.0,updated
ev_KO_KOZT_.emsc_event_20230307_0000158,quakeml:eu.emsc/event/20230307_0000158,KO.KOZT,5466.0,5320.0,-146.0,updated
ev_KO_SVRC_.emsc_event_20230803_0000067,quakeml:eu.emsc/event/20230803_0000067,KO.SVRC,3832.0,3809.0,-23.0,updated
ev_KO_MERS_.emsc_event_20230421_0000063,quakeml:eu.emsc/event/20230421_0000063,KO.MERS,5639.0,5690.0,51.0,updated
ev_KO_SVRC_.emsc_event_20230305_0000050,quakeml:eu.emsc/event/20230305_0000050,KO.SVRC,5091.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230306_0000108,quakeml:eu.emsc/event/20230306_0000108,KO.GAZ,5091.0,5230.0,139.0,updated
ev_KO_BNN_.emsc_event_20230305_0000262,quakeml:eu.emsc/event/20230305_0000262,KO.BNN,4856.0,4810.0,-46.0,updated
ev_KO_GAZ_.emsc_event_20230304_0000049,quakeml:eu.emsc/event/20230304_0000049,KO.GAZ,5301.0,5370.0,69.0,updated
ev_KO_CEYT_.emsc_event_20230208_0000267,quakeml:eu.emsc/event/20230208_0000267,KO.CEYT,5702.0,5690.0,-12.0,updated
ev_KO_DARE_.emsc_event_20230308_0000181,quakeml:eu.emsc/event/20230308_0000181,KO.DARE,4851.0,4850.0,-1.0,updated
ev_KO_SARI_.emsc_event_20230528_0000119,quakeml:eu.emsc/event/20230528_0000119,KO.SARI,4058.0,,,no_emsc_pick
ev_KO_KOZT_.emsc_event_20230306_0000240,quakeml:eu.emsc/event/20230306_0000240,KO.KOZT,5502.0,5540.0,38.0,updated
ev_KO_DARE_.emsc_event_20230307_0000057,quakeml:eu.emsc/event/20230307_0000057,KO.DARE,4898.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230305_0000116,quakeml:eu.emsc/event/20230305_0000116,KO.DARE,4565.0,4480.0,-85.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000125,quakeml:eu.emsc/event/20230304_0000125,KO.CEYT,5578.0,5600.0,22.0,updated
ev_KO_SARI_.emsc_event_20230307_0000009,quakeml:eu.emsc/event/20230307_0000009,KO.SARI,4285.0,4370.0,85.0,updated
ev_KO_DYBB_.emsc_event_20230311_0000274,quakeml:eu.emsc/event/20230311_0000274,KO.DYBB,5886.0,,,no_emsc_pick
ev_KO_DYBB_.emsc_event_20230614_0000040,quakeml:eu.emsc/event/20230614_0000040,KO.DYBB,5463.0,,,no_emsc_pick
ev_KO_MERS_.emsc_event_20230307_0000340,quakeml:eu.emsc/event/20230307_0000340,KO.MERS,5719.0,5830.0,111.0,updated
ev_KO_BNN_.emsc_event_20230305_0000289,quakeml:eu.emsc/event/20230305_0000289,KO.BNN,3817.0,3920.0,103.0,updated
ev_KO_SARI_.emsc_event_20230305_0000148,quakeml:eu.emsc/event/20230305_0000148,KO.SARI,4874.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230307_0000327,quakeml:eu.emsc/event/20230307_0000327,KO.URFA,4966.0,5020.0,54.0,updated
ev_KO_URFA_.emsc_event_20230305_0000266,quakeml:eu.emsc/event/20230305_0000266,KO.URFA,5423.0,5490.0,67.0,updated
ev_KO_CEYT_.emsc_event_20230304_0000131,quakeml:eu.emsc/event/20230304_0000131,KO.CEYT,5354.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230304_0000250,quakeml:eu.emsc/event/20230304_0000250,KO.SARI,4293.0,4340.0,47.0,updated
ev_KO_DARE_.emsc_event_20230307_0000043,quakeml:eu.emsc/event/20230307_0000043,KO.DARE,3470.0,3590.0,120.0,updated
ev_KO_CEYT_.emsc_event_20230518_0000072,quakeml:eu.emsc/event/20230518_0000072,KO.CEYT,5018.0,5070.0,52.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000297,quakeml:eu.emsc/event/20230306_0000297,KO.KOZT,4792.0,4800.0,8.0,updated
ev_KO_URFA_.emsc_event_20230304_0000142,quakeml:eu.emsc/event/20230304_0000142,KO.URFA,5690.0,5730.0,40.0,updated
ev_KO_KMRS_.emsc_event_20230306_0000146,quakeml:eu.emsc/event/20230306_0000146,KO.KMRS,4891.0,4960.0,69.0,updated
ev_KO_SVRC_.emsc_event_20230415_0000251,quakeml:eu.emsc/event/20230415_0000251,KO.SVRC,5808.0,5880.0,72.0,updated
ev_KO_SARI_.emsc_event_20230308_0000108,quakeml:eu.emsc/event/20230308_0000108,KO.SARI,5309.0,5340.0,31.0,updated
ev_KO_DARE_.emsc_event_20230304_0000232,quakeml:eu.emsc/event/20230304_0000232,KO.DARE,4149.0,4260.0,111.0,updated
ev_KO_URFA_.emsc_event_20230304_0000156,quakeml:eu.emsc/event/20230304_0000156,KO.URFA,5082.0,5200.0,118.0,updated
ev_KO_DARE_.emsc_event_20230308_0000142,quakeml:eu.emsc/event/20230308_0000142,KO.DARE,5190.0,5280.0,90.0,updated
ev_KO_CEYT_.emsc_event_20230307_0000340,quakeml:eu.emsc/event/20230307_0000340,KO.CEYT,4104.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230307_0000020,quakeml:eu.emsc/event/20230307_0000020,KO.SARI,5956.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230312_0000295,quakeml:eu.emsc/event/20230312_0000295,KO.DARE,5012.0,5130.0,118.0,updated
ev_KO_CEYT_.emsc_event_20230305_0000200,quakeml:eu.emsc/event/20230305_0000200,KO.CEYT,4296.0,4360.0,64.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000282,quakeml:eu.emsc/event/20230306_0000282,KO.KOZT,4867.0,4890.0,23.0,updated
ev_KO_GULA_.emsc_event_20230523_0000223,quakeml:eu.emsc/event/20230523_0000223,KO.GULA,5992.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230331_0000174,quakeml:eu.emsc/event/20230331_0000174,KO.DARE,3417.0,3500.0,83.0,updated
ev_KO_CEYT_.emsc_event_20230518_0000073,quakeml:eu.emsc/event/20230518_0000073,KO.CEYT,4732.0,4800.0,68.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000296,quakeml:eu.emsc/event/20230306_0000296,KO.KOZT,4581.0,4710.0,129.0,updated
ev_KO_SARI_.emsc_event_20230307_0000034,quakeml:eu.emsc/event/20230307_0000034,KO.SARI,5171.0,5180.0,9.0,updated
ev_KO_MERS_.emsc_event_20230518_0000073,quakeml:eu.emsc/event/20230518_0000073,KO.MERS,5991.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230307_0000326,quakeml:eu.emsc/event/20230307_0000326,KO.URFA,4898.0,4860.0,-38.0,updated
ev_KO_CEYT_.emsc_event_20230308_0000240,quakeml:eu.emsc/event/20230308_0000240,KO.CEYT,4923.0,4960.0,37.0,updated
ev_KO_SARI_.emsc_event_20230427_0000003,quakeml:eu.emsc/event/20230427_0000003,KO.SARI,4482.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230304_0000251,quakeml:eu.emsc/event/20230304_0000251,KO.SARI,5381.0,5460.0,79.0,updated
ev_KO_SARI_.emsc_event_20230612_0000159,quakeml:eu.emsc/event/20230612_0000159,KO.SARI,3434.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230307_0000056,quakeml:eu.emsc/event/20230307_0000056,KO.DARE,3300.0,3340.0,40.0,updated
ev_KO_SARI_.emsc_event_20230422_0000199,quakeml:eu.emsc/event/20230422_0000199,KO.SARI,4631.0,4710.0,79.0,updated
ev_KO_SARI_.emsc_event_20230308_0000135,quakeml:eu.emsc/event/20230308_0000135,KO.SARI,5152.0,5180.0,28.0,updated
ev_KO_CEYT_.emsc_event_20230209_0000181,quakeml:eu.emsc/event/20230209_0000181,KO.CEYT,4352.0,4400.0,48.0,updated
ev_KO_BNN_.emsc_event_20230305_0000288,quakeml:eu.emsc/event/20230305_0000288,KO.BNN,3844.0,3720.0,-124.0,updated
ev_KO_SARI_.emsc_event_20230307_0000008,quakeml:eu.emsc/event/20230307_0000008,KO.SARI,5501.0,,,no_emsc_pick
ev_KO_MERS_.emsc_event_20230305_0000200,quakeml:eu.emsc/event/20230305_0000200,KO.MERS,5941.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230422_0000213,quakeml:eu.emsc/event/20230422_0000213,KO.CEYT,5711.0,5700.0,-11.0,updated
ev_KO_KOZT_.emsc_event_20230308_0000070,quakeml:eu.emsc/event/20230308_0000070,KO.KOZT,3891.0,,,no_emsc_pick
ev_KO_GAZ_.emsc_event_20230306_0000109,quakeml:eu.emsc/event/20230306_0000109,KO.GAZ,5677.0,5560.0,-117.0,updated
ev_KO_DARE_.emsc_event_20230308_0000180,quakeml:eu.emsc/event/20230308_0000180,KO.DARE,3993.0,4040.0,47.0,updated
ev_KO_KOZT_.emsc_event_20230304_0000300,quakeml:eu.emsc/event/20230304_0000300,KO.KOZT,4565.0,4540.0,-25.0,updated
ev_KO_TAHT_.emsc_event_20230307_0000059,quakeml:eu.emsc/event/20230307_0000059,KO.TAHT,4681.0,,,no_emsc_pick
ev_KO_KMRS_.emsc_event_20230306_0000184,quakeml:eu.emsc/event/20230306_0000184,KO.KMRS,4167.0,4240.0,73.0,updated
ev_KO_URFA_.emsc_event_20230304_0000180,quakeml:eu.emsc/event/20230304_0000180,KO.URFA,5942.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230307_0000336,quakeml:eu.emsc/event/20230307_0000336,KO.BNN,4899.0,4820.0,-79.0,updated
ev_KO_KOZT_.emsc_event_20230305_0000030,quakeml:eu.emsc/event/20230305_0000030,KO.KOZT,4805.0,4860.0,55.0,updated
ev_KO_SVRC_.emsc_event_20230305_0000079,quakeml:eu.emsc/event/20230305_0000079,KO.SVRC,4338.0,4390.0,52.0,updated
ev_KO_DARE_.emsc_event_20230209_0000269,quakeml:eu.emsc/event/20230209_0000269,KO.DARE,4970.0,4920.0,-50.0,updated
ev_KO_SARI_.emsc_event_20230304_0000292,quakeml:eu.emsc/event/20230304_0000292,KO.SARI,5087.0,5110.0,23.0,updated
ev_KO_DARE_.emsc_event_20230307_0000095,quakeml:eu.emsc/event/20230307_0000095,KO.DARE,4850.0,4960.0,110.0,updated
ev_KO_KOZT_.emsc_event_20230306_0000269,quakeml:eu.emsc/event/20230306_0000269,KO.KOZT,4498.0,4550.0,52.0,updated
ev_KO_BNN_.emsc_event_20230306_0000006,quakeml:eu.emsc/event/20230306_0000006,KO.BNN,4915.0,5050.0,135.0,updated
ev_KO_SARI_.emsc_event_20230304_0000286,quakeml:eu.emsc/event/20230304_0000286,KO.SARI,4324.0,4360.0,36.0,updated
ev_KO_CEYT_.emsc_event_20230524_0000121,quakeml:eu.emsc/event/20230524_0000121,KO.CEYT,5937.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230423_0000137,quakeml:eu.emsc/event/20230423_0000137,KO.CEYT,5665.0,,,no_emsc_pick
ev_KO_BNN_.emsc_event_20230304_0000147,quakeml:eu.emsc/event/20230304_0000147,KO.BNN,5870.0,5870.0,0.0,updated
ev_KO_DARE_.emsc_event_20230502_0000065,quakeml:eu.emsc/event/20230502_0000065,KO.DARE,5186.0,,,no_emsc_pick
ev_KO_SARI_.emsc_event_20230805_0000097,quakeml:eu.emsc/event/20230805_0000097,KO.SARI,5095.0,5130.0,35.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000185,quakeml:eu.emsc/event/20230305_0000185,KO.GAZ,5336.0,5380.0,44.0,updated
ev_KO_CEYT_.emsc_event_20230305_0000002,quakeml:eu.emsc/event/20230305_0000002,KO.CEYT,5125.0,5110.0,-15.0,updated
ev_KO_URFA_.emsc_event_20230306_0000214,quakeml:eu.emsc/event/20230306_0000214,KO.URFA,4445.0,4470.0,25.0,updated
ev_KO_CEYT_.emsc_event_20230307_0000143,quakeml:eu.emsc/event/20230307_0000143,KO.CEYT,5849.0,,,no_emsc_pick
ev_KO_SVRC_.emsc_event_20230305_0000284,quakeml:eu.emsc/event/20230305_0000284,KO.SVRC,4103.0,4230.0,127.0,updated
ev_KO_URFA_.emsc_event_20230307_0000118,quakeml:eu.emsc/event/20230307_0000118,KO.URFA,5930.0,,,no_emsc_pick
ev_KO_CEYT_.emsc_event_20230507_0000029,quakeml:eu.emsc/event/20230507_0000029,KO.CEYT,4486.0,4610.0,124.0,updated
ev_KO_SVRC_.emsc_event_20230305_0000290,quakeml:eu.emsc/event/20230305_0000290,KO.SVRC,5536.0,,,no_emsc_pick
ev_KO_URFA_.emsc_event_20230427_0000113,quakeml:eu.emsc/event/20230427_0000113,KO.URFA,5640.0,5350.0,-290.0,updated
ev_KO_CEYT_.emsc_event_20230307_0000157,quakeml:eu.emsc/event/20230307_0000157,KO.CEYT,4986.0,5030.0,44.0,updated
ev_KO_GAZ_.emsc_event_20230305_0000191,quakeml:eu.emsc/event/20230305_0000191,KO.GAZ,5382.0,5350.0,-32.0,updated
ev_KO_DARE_.emsc_event_20230616_0000193,quakeml:eu.emsc/event/20230616_0000193,KO.DARE,3159.0,,,no_emsc_pick
ev_KO_MERS_.emsc_event_20230507_0000029,quakeml:eu.emsc/event/20230507_0000029,KO.MERS,5607.0,5850.0,243.0,updated
ev_KO_CEYT_.emsc_event_20230316_0000116,quakeml:eu.emsc/event/20230316_0000116,KO.CEYT,4988.0,,,no_emsc_pick
ev_KO_DARE_.emsc_event_20230307_0000240,quakeml:eu.emsc/event/20230307_0000240,KO.DARE,4763.0,4730.0,-33.0,updated
ev_KO_URFA_.emsc_event_20230307_0000124,quakeml:eu.emsc/event/20230307_0000124,KO.URFA,5519.0,,,no_emsc_pick
ev_KO_MERS_.emsc_event_20230307_0000157,quakeml:eu.emsc/event/20230307_0000157,KO.MERS,5827.0,5890.0,63.0,updated
ev_KO_DYBB_.emsc_event_20230510_0000211,quakeml:eu.emsc/event/20230510_0000211,KO.DYBB,4491.0,,,no_emsc_pick
ev_KO_SVRC_.emsc_event_20230421_0000025,quakeml:eu.emsc/event/20230421_0000025,KO.SVRC,5632.0,5700.0,68.0,updated
ev_KO_SARI_.emsc_event_20230426_0000119,quakeml:eu.emsc/event/20230426_0000119,KO.SARI,4402.0,4390.0,-12.0,updated
ev_KO_BNN_.emsc_event_20230503_0000237,quakeml:eu.emsc/event/20230503_0000237,KO.BNN,5207.0,5250.0,43.0,updated
